Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	EC number	Organism (ID)	Rhea ID	AlphaFoldDB	PDB	BRENDA	BioCyc	PathwayCommons	SABIO-RK	Reactome	PlantReactome	SIGNOR	SignaLink	UniPathway
Q08493	reviewed	PDE4C_HUMAN	3',5'-cyclic-AMP phosphodiesterase 4C (EC 3.1.4.53) (DPDE1) (PDE21) (cAMP-specific phosphodiesterase 4C)	PDE4C DPDE1	Homo sapiens (Human)	3.1.4.53	9606	RHEA:25277	Q08493;	2QYM;	3.1.4.53;		Q08493;		R-HSA-180024;R-HSA-418555;		Q08493;	Q08493;	UPA00762;
Q08499	reviewed	PDE4D_HUMAN	3',5'-cyclic-AMP phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43) (cAMP-specific phosphodiesterase 4D)	PDE4D DPDE3	Homo sapiens (Human)	3.1.4.53	9606	RHEA:25277	Q08499;	1E9K;1MKD;1OYN;1PTW;1Q9M;1TB7;1TBB;1XOM;1XON;1XOQ;1XOR;1Y2B;1Y2C;1Y2D;1Y2E;1Y2K;1ZKN;2FM0;2FM5;2PW3;2QYN;3G4G;3G4I;3G4K;3G4L;3G58;3IAD;3IAK;3K4S;3SL3;3SL4;3SL5;3SL6;3SL8;3V9B;4OGB;4W1O;4WCU;5K1I;5K32;5LBO;5TKB;5WH5;5WH6;5WQA;6AKR;6BOJ;6F6U;6F8R;6F8T;6F8U;6F8V;6F8W;6F8X;6FDC;6FDI;6FE7;6FEB;6FET;6FT0;6FTA;6FTW;6FW3;6HWO;6IAG;6IBF;6IM6;6IMB;6IMD;6IMI;6IMO;6IMR;6IMT;6IND;6INK;6INM;6KJZ;6KK0;6LRM;6NJH;6NJI;6NJJ;6RCW;6ZBA;7A8Q;7A9V;7AAG;7AB9;7ABD;7ABE;7ABJ;7AY6;7B9H;7CBJ;7CBQ;7F2K;7F2L;7F2M;7W4X;7W4Y;7XAA;7XAB;7XBB;7YQF;7YSX;8K4C;8K4H;8W4Q;8W4R;	3.1.4.53;		Q08499;	Q08499;	R-HSA-180024;R-HSA-418555;		Q08499;	Q08499;	UPA00762;
Q08602	reviewed	PGTA_RAT	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	Rabggta Ggta	Rattus norvegicus (Rat)	2.5.1.60	10116	RHEA:21240	Q08602;	1DCE;1LTX;3C72;3DSS;3DST;3DSU;3DSV;3DSW;3DSX;3HXB;3HXC;3HXD;3HXE;3HXF;3PZ1;3PZ2;3PZ3;4EHM;4GTS;4GTT;4GTV;					R-RNO-6803205;R-RNO-8873719;				
Q08603	reviewed	PGTB2_RAT	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta)	Rabggtb Ggtb	Rattus norvegicus (Rat)	2.5.1.60	10116	RHEA:21240	Q08603;	1DCE;1LTX;3C72;3DSS;3DST;3DSU;3DSV;3DSW;3DSX;3HXB;3HXC;3HXD;3HXE;3HXF;4EHM;4GTS;4GTT;4GTV;					R-RNO-6803205;R-RNO-8873719;				
Q08623	reviewed	HDHD1_HUMAN	Pseudouridine-5'-phosphatase (EC 3.1.3.96) (Haloacid dehalogenase-like hydrolase domain-containing protein 1) (Haloacid dehalogenase-like hydrolase domain-containing protein 1A) (Protein GS1) (Pseudouridine-5'-monophosphatase) (5'-PsiMPase)	PUDP DXF68S1E FAM16AX GS1 HDHD1 HDHD1A	Homo sapiens (Human)	3.1.3.96	9606	RHEA:10944	Q08623;	3L5K;			Q08623;	Q08623;	R-HSA-73614;			Q08623;	
Q08881	reviewed	ITK_HUMAN	Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)	ITK EMT LYK	Homo sapiens (Human)	2.7.10.2	9606	RHEA:10596	Q08881;	1SM2;1SNU;1SNX;2E6I;2LMJ;2YUQ;3MIY;3MJ1;3MJ2;3QGW;3QGY;3T9T;3V5J;3V5L;3V8T;3V8W;4HCT;4HCU;4HCV;4KIO;4L7S;4M0Y;4M0Z;4M12;4M13;4M14;4M15;4MF0;4MF1;4PP9;4PPA;4PPB;4PPC;4PQN;4QD6;4RFM;	2.7.10.2;		Q08881;		R-HSA-202433;R-HSA-2871809;		Q08881;	Q08881;	
Q08AH3	reviewed	ACS2A_HUMAN	Acyl-coenzyme A synthetase ACSM2A, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2A) (Benzoate--CoA ligase) (EC 6.2.1.25) (Butyrate--CoA ligase 2A) (Butyryl-coenzyme A synthetase 2A) (Middle-chain acyl-CoA synthetase 2A)	ACSM2A ACSM2 MACS2	Homo sapiens (Human)	6.2.1.2; 6.2.1.25	9606	RHEA:48340 RHEA:10132 RHEA:43740 RHEA:46172 RHEA:33631 RHEA:33627	Q08AH3;	2VZE;2WD9;3B7W;3C5E;3DAY;3EQ6;3GPC;			Q08AH3;		R-HSA-177128;R-HSA-9749641;			Q08AH3;	
Q09013	reviewed	DMPK_HUMAN	Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase)	DMPK DM1PK MDPK	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q09013;	1WT6;2VD5;	2.7.11.1;		Q09013;		R-HSA-5578775;		Q09013;	Q09013;	
Q09128	reviewed	CP24A_RAT	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.15.16) (Cytochrome P450 24A1) (Cytochrome P450-CC24)	Cyp24a1 Cyp24	Rattus norvegicus (Rat)	1.14.15.16	10116	RHEA:24964 RHEA:24972 RHEA:24976 RHEA:24984 RHEA:24988 RHEA:24968 RHEA:49196 RHEA:49268 RHEA:49396 RHEA:49392 RHEA:49212 RHEA:49208 RHEA:49204	Q09128;	3K9V;3K9Y;	1.14.15.16;	MetaCyc:MONOMER-14357;		Q09128;	R-RNO-196791;R-RNO-211916;				
Q09324	reviewed	GCNT1_MOUSE	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102) (Core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GlcNAcT) (Core 2-branching enzyme) (Core2-GlcNAc-transferase) (C2GNT) (Leukocyte type core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GnT-L)	Gcnt1	Mus musculus (Mouse)	2.4.1.102	10090	RHEA:56212 RHEA:56216 RHEA:56900 RHEA:69691	Q09324;	2GAK;2GAM;3OTK;	2.4.1.102;				R-MMU-913709;				UPA00378;
Q09328	reviewed	MGT5A_HUMAN	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase V) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]	MGAT5 GGNT5	Homo sapiens (Human)	2.4.1.155	9606	RHEA:16921	Q09328;	5ZIB;5ZIC;6YJQ;6YJR;6YJS;6YJT;6YJU;6YJV;7YYI;7Z07;7Z08;7Z0B;	2.4.1.155;	MetaCyc:HS07793-MONOMER;	Q09328;		R-HSA-9694548;R-HSA-975577;			Q09328;	UPA00378;
Q09472	reviewed	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	Homo sapiens (Human)	2.3.1.-; 2.3.1.48	9606	RHEA:21992 RHEA:45948 RHEA:77775 RHEA:53908 RHEA:53912 RHEA:54020 RHEA:24180 RHEA:61996	Q09472;	1L3E;1P4Q;2K8F;2MH0;2MZD;3BIY;3I3J;3IO2;3P57;3T92;4BHW;4PZR;4PZS;4PZT;5BT3;5KJ2;5LKT;5LKU;5LKX;5LKZ;5LPK;5LPM;5NU5;5XZC;6DS6;6FGN;6FGS;6GYR;6GYT;6K4N;6PF1;6PGU;6V8B;6V8K;6V8N;6V90;7LJE;7QGS;7SS8;7SSK;7SZQ;7UGI;7VHY;7VHZ;7VI0;7W9V;7XEZ;7XFG;8E1D;8GZC;8HAG;8HAH;8HAI;8HAJ;8HAK;	2.3.1.48;		Q09472;	Q09472;	R-HSA-1234158;R-HSA-1368082;R-HSA-156711;R-HSA-1912408;R-HSA-1989781;R-HSA-201722;R-HSA-210744;R-HSA-2122947;R-HSA-2173796;R-HSA-2197563;R-HSA-2644606;R-HSA-2894862;R-HSA-3134973;R-HSA-3214847;R-HSA-3371568;R-HSA-381340;R-HSA-3899300;R-HSA-400253;R-HSA-5250924;R-HSA-5617472;R-HSA-5621575;R-HSA-5689901;R-HSA-6781823;R-HSA-6781827;R-HSA-6782135;R-HSA-6782210;R-HSA-6804114;R-HSA-6804758;R-HSA-6804760;R-HSA-6811555;R-HSA-8866907;R-HSA-8936459;R-HSA-8939243;R-HSA-8941856;R-HSA-8941858;R-HSA-8951936;R-HSA-9013508;R-HSA-9013695;R-HSA-9018519;R-HSA-9029569;R-HSA-9031628;R-HSA-918233;R-HSA-933541;R-HSA-9614657;R-HSA-9616222;R-HSA-9617629;R-HSA-9701898;R-HSA-9707616;R-HSA-9735871;R-HSA-9759194;R-HSA-9793380;R-HSA-9818026;R-HSA-9818027;R-HSA-9818028;R-HSA-9818030;R-HSA-9818032;R-HSA-9818035;R-HSA-9818749;R-HSA-9819196;		Q09472;	Q09472;	
Q0GUM3	reviewed	IRB10_MOUSE	Interferon-gamma-inducible GTPase 10 (Irgb10) (EC 3.6.5.-)	Gm12250 Irgb10	Mus musculus (Mouse)	3.6.5.-	10090	RHEA:19669	Q0GUM3;	7C3K;									
Q10469	reviewed	MGAT2_HUMAN	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)	MGAT2	Homo sapiens (Human)	2.4.1.143	9606	RHEA:12941	Q10469;	5VCM;5VCR;5VCS;	2.4.1.143;	MetaCyc:HS09725-MONOMER;	Q10469;		R-HSA-4793952;R-HSA-9694548;R-HSA-975578;			Q10469;	UPA00378;
Q10471	reviewed	GALT2_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	2.4.1.41	9606	RHEA:23956 RHEA:52424	Q10471;	2FFU;2FFV;4D0T;4D0Z;4D11;5AJN;5AJO;5AJP;5FV9;5NDF;6E7I;6EGS;6NQT;	2.4.1.41;		Q10471;		R-HSA-6811436;R-HSA-913709;			Q10471;	UPA00378;
Q10588	reviewed	BST1_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal cell antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPR hydrolase 2) (CD antigen CD157)	BST1	Homo sapiens (Human)	3.2.2.6	9606	RHEA:16301 RHEA:38611 RHEA:38615	Q10588;	1ISF;1ISG;1ISH;1ISI;1ISJ;1ISM;			Q10588;		R-HSA-163125;R-HSA-196807;R-HSA-6798695;		Q10588;	Q10588;	
Q12794	reviewed	HYAL1_HUMAN	Hyaluronidase-1 (Hyal-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1) (Lung carcinoma protein 1) (LuCa-1)	HYAL1 LUCA1	Homo sapiens (Human)	3.2.1.35	9606		Q12794;	2PE4;	3.2.1.35;4.2.2.1;	MetaCyc:HS03763-MONOMER;	Q12794;		R-HSA-2024101;R-HSA-2160916;R-HSA-2206280;		Q12794;	Q12794;	
Q12797	reviewed	ASPH_HUMAN	Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase)	ASPH BAH	Homo sapiens (Human)	1.14.11.16	9606	RHEA:11508	Q12797;	5APA;5JQY;5JTC;5JZ6;5JZ8;5JZA;5JZU;6Q9F;6Q9I;6QA5;6RK9;6YYU;6YYV;6YYW;6YYX;6YYY;6Z6Q;6Z6R;7BMI;7BMJ;7E6J;7YB8;7YB9;7YBA;7YBB;7YBC;	1.14.11.16;		Q12797;		R-HSA-2672351;R-HSA-5578775;R-HSA-9629569;			Q12797;	
Q12852	reviewed	M3K12_HUMAN	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)	MAP3K12 ZPK	Homo sapiens (Human)	2.7.11.25	9606	RHEA:17989 RHEA:46608	Q12852;	5CEN;5CEO;5CEP;5CEQ;5VO1;5VO2;8DEG;8OUR;8OUS;8OUT;			Q12852;				Q12852;	Q12852;	
Q12866	reviewed	MERTK_HUMAN	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	MERTK MER	Homo sapiens (Human)	2.7.10.1	9606	RHEA:10596	Q12866;	2DBJ;2P0C;3BPR;3BRB;3TCP;4M3Q;4MH7;4MHA;5K0K;5K0X;5TC0;5TD2;5U6C;6MEP;7AAX;7AAY;7AAZ;7AB0;7AB1;7AB2;7AVX;7AVY;7AVZ;7AW0;7AW1;7AW2;7AW3;7AW4;7CQE;7DXL;7M5Z;7OAM;7OLS;7OLV;7OLX;7XHY;	2.7.10.1;		Q12866;		R-HSA-202733;		Q12866;	Q12866;	
Q12884	reviewed	SEPR_HUMAN	Prolyl endopeptidase FAP (EC 3.4.21.26) (170 kDa melanoma membrane-bound gelatinase) (Dipeptidyl peptidase FAP) (EC 3.4.14.5) (Fibroblast activation protein alpha) (FAPalpha) (Gelatine degradation protease FAP) (EC 3.4.21.-) (Integral membrane serine protease) (Post-proline cleaving enzyme) (Serine integral membrane protease) (SIMP) (Surface-expressed protease) (Seprase) [Cleaved into: Antiplasmin-cleaving enzyme FAP, soluble form (APCE) (EC 3.4.14.5) (EC 3.4.21.-) (EC 3.4.21.26)]	FAP	Homo sapiens (Human)	3.4.14.5; 3.4.21.-; 3.4.21.26	9606		Q12884;	1Z68;6Y0F;	3.4.21.B28;		Q12884;	Q12884;			Q12884;	Q12884;	
Q12913	reviewed	PTPRJ_HUMAN	Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)	PTPRJ DEP1	Homo sapiens (Human)	3.1.3.48	9606	RHEA:10684	Q12913;	2CFV;2DLE;2NZ6;7U01;7U08;	3.1.3.48;		Q12913;		R-HSA-202427;R-HSA-6798695;R-HSA-6807004;R-HSA-9706369;		Q12913;	Q12913;	
Q12923	reviewed	PTN13_HUMAN	Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1)	PTPN13 PNP1 PTP1E PTPL1	Homo sapiens (Human)	3.1.3.48	9606	RHEA:10684	Q12923;	1D5G;1Q7X;1WCH;2M0Z;2M10;3LNX;3LNY;3PDZ;5GLJ;7QCX;7QCY;7XTY;	3.1.3.48;		Q12923;		R-HSA-1660499;R-HSA-9008059;R-HSA-9696264;R-HSA-9696270;R-HSA-9696273;		Q12923;	Q12923;	
Q12933	reviewed	TRAF2_HUMAN	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	TRAF2 TRAP3	Homo sapiens (Human)	2.3.2.27	9606		Q12933;	1CA4;1CA9;1CZY;1CZZ;1D00;1D01;1D0A;1D0J;1F3V;1QSC;3KNV;3M06;3M0A;3M0D;8T5Q;			Q12933;		R-HSA-140534;R-HSA-3371378;R-HSA-5213460;R-HSA-5218900;R-HSA-5357786;R-HSA-5357905;R-HSA-5357956;R-HSA-5668541;R-HSA-5675482;R-HSA-5676594;R-HSA-5689880;R-HSA-69416;R-HSA-75893;R-HSA-933541;R-HSA-933542;R-HSA-9693928;R-HSA-9758274;		Q12933;	Q12933;	UPA00143;
Q12974	reviewed	TP4A2_HUMAN	Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (HU-PP-1) (OV-1) (PTP(CAAXII)) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2)	PTP4A2 PRL2 PTPCAAX2 BM-008	Homo sapiens (Human)	3.1.3.48	9606	RHEA:10684	Q12974;	5K22;5K23;5K25;6WUR;			Q12974;		R-HSA-8873719;		Q12974;	Q12974;	
Q13011	reviewed	ECH1_HUMAN	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)	ECH1	Homo sapiens (Human)	5.3.3.-	9606	RHEA:45244 RHEA:45224	Q13011;	2VRE;			Q13011;		R-HSA-9033241;			Q13011;	UPA00659;
Q13029	reviewed	PRDM2_HUMAN	PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2 KMT8 RIZ	Homo sapiens (Human)	2.1.1.355	9606	RHEA:60276	Q13029;	2JV0;2QPW;		MetaCyc:HS04042-MONOMER;	Q13029;				Q13029;	Q13029;	
Q13043	reviewed	STK4_HUMAN	Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)]	STK4 KRS2 MST1	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q13043;	2JO8;3COM;4NR2;4OH8;5TWG;5TWH;6YAT;8A5J;	2.7.11.1;		Q13043;		R-HSA-2028269;		Q13043;	Q13043;	
Q13049	reviewed	TRI32_HUMAN	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	TRIM32 HT2A	Homo sapiens (Human)	2.3.2.27	9606		Q13049;	2CT2;5FEY;			Q13049;		R-HSA-3134975;R-HSA-983168;		Q13049;	Q13049;	UPA00143;
Q13085	reviewed	ACACA_HUMAN	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	6.4.1.2	9606	RHEA:11308	Q13085;	2YL2;3COJ;4ASI;6G2D;6G2H;6G2I;	6.4.1.2;	MetaCyc:HS05598-MONOMER;	Q13085;	Q13085;	R-HSA-163765;R-HSA-196780;R-HSA-200425;R-HSA-2426168;R-HSA-3371599;R-HSA-75105;		Q13085;	Q13085;	UPA00655;
Q13093	reviewed	PAFA_HUMAN	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (Group-VIIA phospholipase A2) (gVIIA-PLA2) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	PLA2G7 PAFAH	Homo sapiens (Human)	3.1.1.47	9606	RHEA:17777 RHEA:41376 RHEA:41372 RHEA:41368 RHEA:40479 RHEA:41183 RHEA:41203 RHEA:41191 RHEA:41195 RHEA:41199 RHEA:41159 RHEA:40483 RHEA:41179 RHEA:41151 RHEA:41155	Q13093;	3D59;3D5E;3F96;3F97;3F98;3F9C;5I8P;5I9I;5JAD;5JAH;5JAL;5JAN;5JAO;5JAP;5JAR;5JAS;5JAT;5JAU;5LP1;5LYY;5LZ2;5LZ4;5LZ5;5LZ7;5LZ8;5LZ9;5YE7;5YE8;5YE9;5YEA;6M06;6M07;6M08;	3.1.1.4;3.1.1.47;		Q13093;	Q13093;	R-HSA-422085;		Q13093;	Q13093;	
Q13107	reviewed	UBP4_HUMAN	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH	Homo sapiens (Human)	3.4.19.12	9606		Q13107;	2Y6E;5CTR;			Q13107;		R-HSA-5357786;R-HSA-5357905;R-HSA-5357956;R-HSA-5689880;		Q13107;	Q13107;	
Q13114	reviewed	TRAF3_HUMAN	TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3)	TRAF3 CAP-1 CRAF1 TRAFAMN	Homo sapiens (Human)	2.3.2.27	9606		Q13114;	1FLK;1FLL;1KZZ;1L0A;1RF3;1ZMS;2ECY;2GKW;8T5P;			Q13114;		R-HSA-5602571;R-HSA-5668541;R-HSA-5676594;R-HSA-5689896;R-HSA-9013973;R-HSA-918233;R-HSA-936440;R-HSA-936964;R-HSA-9692916;R-HSA-9705671;		Q13114;	Q13114;	
Q13115	reviewed	DUS4_HUMAN	Dual specificity protein phosphatase 4 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH2) (Mitogen-activated protein kinase phosphatase 2) (MAP kinase phosphatase 2) (MKP-2)	DUSP4 MKP2 VH2	Homo sapiens (Human)	3.1.3.16; 3.1.3.48	9606	RHEA:10684 RHEA:20629 RHEA:47004	Q13115;	3EZZ;			Q13115;		R-HSA-112409;R-HSA-202670;R-HSA-5675221;		Q13115;	Q13115;	
Q13126	reviewed	MTAP_HUMAN	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP MSAP	Homo sapiens (Human)	2.4.2.28	9606	RHEA:11852	Q13126;	1CB0;1CG6;1K27;1SD1;1SD2;3LN5;3OZC;3OZD;3OZE;5EUB;5TC5;5TC6;5TC7;5TC8;6DYZ;6DZ0;6DZ2;6DZ3;	2.4.2.28;	MetaCyc:HS01913-MONOMER;	Q13126;	Q13126;	R-HSA-1237112;R-HSA-8950505;			Q13126;	UPA00904;
Q13131	reviewed	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1 AMPK1	Homo sapiens (Human)	2.7.11.1; 2.7.11.26; 2.7.11.31	9606	RHEA:17989 RHEA:46608 RHEA:20333 RHEA:23172 RHEA:12801 RHEA:53904	Q13131;	4RED;4RER;4REW;5EZV;6C9F;6C9G;6C9H;6C9J;7JHG;7JHH;7JIJ;7M74;	2.7.11.1;2.7.11.31;		Q13131;		R-HSA-1632852;R-HSA-380972;R-HSA-5628897;R-HSA-6804756;R-HSA-9619483;		Q13131;	Q13131;	
Q13153	reviewed	PAK1_HUMAN	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	Q13153;	1F3M;1YHV;1YHW;1ZSG;2HY8;2QME;3DVP;3FXZ;3FY0;3Q4Z;3Q52;3Q53;4DAW;4EQC;4O0R;4O0T;4P90;4ZJI;4ZJJ;4ZLO;4ZY4;4ZY5;4ZY6;5DEW;5DEY;5DFP;5IME;5KBQ;5KBR;6B16;7VTO;8X5Z;	2.7.11.1;		Q13153;		R-HSA-202433;R-HSA-2029482;R-HSA-2871796;R-HSA-376172;R-HSA-389359;R-HSA-3928662;R-HSA-3928664;R-HSA-399954;R-HSA-428540;R-HSA-445144;R-HSA-445355;R-HSA-5218920;R-HSA-5621575;R-HSA-5625740;R-HSA-5627117;R-HSA-5627123;R-HSA-5687128;R-HSA-8964616;R-HSA-9013148;R-HSA-9013149;R-HSA-9013404;R-HSA-9013406;R-HSA-9013407;R-HSA-9013409;R-HSA-9013420;R-HSA-9013423;R-HSA-9013424;		Q13153;	Q13153;	
Q13162	reviewed	PRDX4_HUMAN	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	PRDX4	Homo sapiens (Human)	1.11.1.24	9606	RHEA:62620	Q13162;	2PN8;3TJB;3TJF;3TJG;3TJJ;3TJK;3TKP;3TKQ;3TKR;3TKS;4RQX;5HQP;8EKW;8EKY;	1.11.1.24;		Q13162;		R-HSA-6798695;			Q13162;	
Q13163	reviewed	MP2K5_HUMAN	Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)	MAP2K5 MEK5 MKK5 PRKMK5	Homo sapiens (Human)	2.7.12.2	9606	RHEA:17989 RHEA:46608 RHEA:10596	Q13163;	2NPT;2O2V;4IC7;	2.7.12.2;		Q13163;		R-HSA-198765;		Q13163;	Q13163;	
